tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
#apple is so smart to open a Pop-Up store in #Austin while #sxsw crowd's there.,Apple,Positive emotion
@mention  So u r coming #sxsw :)  Dwnld #GroundLink app &amp; ride for $10 in Austin during SXSWi{link} see us booth 437,,No emotion toward brand or product
Q: Why do social sites like Delicious often have better results than Google or Bing? #qagb #sxsw,Google,Negative emotion
iPad 2 is sold-out and 70% were 1st time users #sxsw,iPad,Positive emotion
We've got some exciting things that we'll be showing off at #SXSW this year: including drag and drop store management on your iPhone,iPhone,Positive emotion
Wonder if some geeks have Google's Marissa Mayer's poster on their walls? #SXSW,,No emotion toward brand or product
Talked to some great developers at the Android meetup. Looking forward to working with them. #sxsw #android #androidsxsw,Android,Positive emotion
so we had some information from @mention this morning that an apple store is getting build at #sxsw for two weeks.  ipad2 love? - jealous!,Apple,Positive emotion
I've seen some of the best iPad cases ever here at #sxsw - I'm starting to transfer a bit of my book fetishism to iPads slowly but surely.,iPad,Positive emotion
the #iPad spambots are ramping up #ipad2 #apple #free #offers #sxsw #spammers #goaway,,No emotion toward brand or product
‰ЫП@mention Spotted at #SXSW: Man in need of an iPad (2?) ‰ЫТ {link} #sxswi‰Ыќ man in need should go to SXSW apple store,iPad,Positive emotion
I need to start downloading more apps on my iPad and play with them for inspiration. What are your favorites? #UXDes #sxsw,,No emotion toward brand or product
They just started bringing out the crowd baracades at the #sxsw PopUp Apple Store.  {link},,No emotion toward brand or product
The queue starts early at the #sxsw Apple pop-up shop: {link},,No emotion toward brand or product
Check out Staying Alive: Can Indie iPhone Game Development Survive? at #SXSW #StayingAlive,,No emotion toward brand or product
"There are still iPad 2s to be had, at least at the #sxsw pop-up Apple store. @mention just bought one.",iPad,Positive emotion
‰ЫП@mention Stop by and let us make you a custom iPhone case! #zazzlesxsw #Sxsw #sxswi {link}  {link},,No emotion toward brand or product
the apple store at #sxsw is almost sell out...,,No emotion toward brand or product
The Apple store in austin and 100 people taking a pic of it. #ipad2 #sxsw {link},Apple,Positive emotion
"Oh, Apple Store...you look so at home here in downtown Austin #SXSW #sxtxstate @mention Apple Store, SXSW {link} #photo",Apple,Positive emotion
They'd be stupid not to. // Apple is opening a temporary store in Austin for #SXSW &amp; the iPad 2 launch {link} (via @mention,Apple,Positive emotion
Great new support for web fonts @mention here at #SXSW #google,Other Google product or service,Positive emotion
So  #sxsw supposedly has a mobile apple store that will pop up and open at 3 ish?,,No emotion toward brand or product
Just what sxsw needed. More lines! Apple to open temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB,,No emotion toward brand or product
‰ЫП@mention SXSW official iPhone app here: {link}  Enjoy!  #SXSW,,No emotion toward brand or product
"{link} At SXSW, Apple schools the marketing experts #sxsw",Apple,Positive emotion
Can't get SXSW? Download 20+ FREE tracks from the  #SXSW Music Sampler available on the @mention store today! {link},,No emotion toward brand or product
The great talk of @mention must be the only one at #SXSW that didn't mention Apple!,Apple,Positive emotion
Catch our talk on Text-To-Speech for Android &amp; Chrome at The League of Extraordinary Hackers. {link} #SXSW,,No emotion toward brand or product
"You guys, tall-tee iPad hoodies are IN at #sxsw  you heard it here first!  {link}",,No emotion toward brand or product
.@mention Team Android at #SXSW party details {link} &lt;---Note video of @mention showing how close Rainey St is to ACC,,No emotion toward brand or product
There's a temporary SXSW Apple store in Austin. True. Let it sink in. #corporate #hipster #SXSW,,No emotion toward brand or product
"Just read that #apple will be at #SXSW selling iPad 2 on release day. Good lord, the vortex of smugness that day may be unbearable.",Apple,Negative emotion
need: app that alerts me of more #iPads in Palo Alto.  i'm convinced that #Apple shipped the majority of them to the pop-up store at #SXSW,,No emotion toward brand or product
For those that can't wait. 6th and Congress get ur iPad 2. RT @mention Apple Opening Pop-Up Store In Austin For #SXSW tcrn.ch/eB5fjs,,No emotion toward brand or product
Is it bad that I just want to go home and read my Google Reader feed? #geek #sxsw,Other Google product or service,Positive emotion
"Actually, that's 150m of Google Maps on mobile ‰ЫТ not including desktop #sxsw",,No emotion toward brand or product
hahahahah that's funny RT @mention Never seen so many heads turn at one point. Someone from #Apple asks a question to Reid Hoffman #SXSW,,No emotion toward brand or product
Anyone at the @mention @mention show have an iPhone charger? Need to tweet jokes about beards/text ppl to make them jealous. #sxsw,,No emotion toward brand or product
Attending the @mention party at #SXSW with some very interested people!!!! #wiiings,,No emotion toward brand or product
Check out the @mention Route {link} ; RSVP here -&gt; https://www.facebook.com/event.php?eid=141164002609303 #sxswi #sxsw,,No emotion toward brand or product
Following the @mention #leanUX panel from #sxsw on Realtime on Google Docs {link} thanks to @mention,,No emotion toward brand or product
Pre-order the @mention 'Humorous To Bees' LP on @mention Catch them this month @mention {link} #sxsw,,No emotion toward brand or product
Pre-order the @mention 'Humorous To Bees' LP on @mention Catch them this month @mention &amp; @mention {link} #sxsw,,No emotion toward brand or product
Unveiling the @mention pop-up store #sxsw {link},,No emotion toward brand or product
For being the &quot;interactive&quot; portion of #sxsw people sure aren't interacting much #iPhone #iStoned #tweetaholic #tech #tweetanonymous #addict,,No emotion toward brand or product
Pics from the #apple #ipad2 line at #SXSW #fb  {link} {link} http://t.co/26SVO3m,,No emotion toward brand or product
Check out the #dokobots game from @mention for iPhone and Android.  Seems pretty cool. #geogames #SXSW #tmsxsw,iPad or iPhone App,Positive emotion
Holy crap the #SXSW 2011 showcase torrents are up already &lt;3 {link},,No emotion toward brand or product
‰ЫП@mention The 10 most dangerous IPhone apps. {link}  @mention,,No emotion toward brand or product
‰ЫП@mention The 10 most dangerous IPhone apps. #sxsw {link},iPad or iPhone App,Negative emotion
Word from the austin apple pop up store setup crew is 5pm tom open. Ill be there #sxsw,,No emotion toward brand or product
View from the back of the line to get into League of Extraordinary Hackers #google event #SXSW {link},,No emotion toward brand or product
Hopefully the best thing that comes from #SXSW isn't the fact people flew to Austin to pick up an iPad.,iPad,Positive emotion
So what's the best #SXSW Mobile App (Android!) App to make the panel and party agenda. Offline use get a +,,No emotion toward brand or product
Following the Bing/Google SEO session #qagb at #SXSW and my buddy @mention #seo,,No emotion toward brand or product
Following the buzz? (Hee hee) - Google drip feeding information about Facebook rival: #circles #sxsw,,No emotion toward brand or product
Phrase of the day iPhone ready android coming #sxsw,,No emotion toward brand or product
"Goals for the day:  Knock out Government talks, Install Android SDK,  &amp; pray that the #Sencha/#PhoneGap workshop does #Android too #SXSW",,No emotion toward brand or product
First day the exhibit hall is open at #SXSW! Stop by the #EMC booth to enter to win an iPad 2! @mention @mention,iPad,Positive emotion
Check out the FREE @mention Sampler on iTunes! {link} #SXSW,,No emotion toward brand or product
Check out the FREE SXSW Sampler on iTunes! {link} #SXSW,Other Apple product or service,Positive emotion
Audioboo: The front of the Apple iPad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #Austin #Texas,,No emotion toward brand or product
Following the Google/Bing QA session at #SXSW.  Great insights for webmasters #qagb,Google,Positive emotion
"Oh, 'ware the Ides of March.  Location: {link}  #sxsw",,No emotion toward brand or product
.@mention the iPad DJ is setting up at @mention #sxsw,,No emotion toward brand or product
‰ЫП@mention The iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable‰Ыќ,,No emotion toward brand or product
SXSW ppl: The iPad 3 will be released before you're home and have unpacked. #SXSW,,No emotion toward brand or product
Unloading the iPads  {link} #sxsw #apple #ipad2,,No emotion toward brand or product
It's like the Ipoo app for iphone!  @mention Ha! RT @mention 4chan is the Internet's bathroom wall. #sxswmoot #SXSW,iPad or iPhone App,Positive emotion
Z27: I Am the Law {link} [codes valid: 4:00-7:59:59p 03/13/11] #infektd #sxsw #zlf,,No emotion toward brand or product
Walked by the mobile Apple store in austin.  Line was insane. #sxsw,,I can't tell
Picked up the mophie juice boost pack for iPhone today. This chick -and weekend- calls for ample juice #SXSW,,No emotion toward brand or product
PdaNet is the most awesome app yet for the android! #sxsw @mention likes!,Android App,Positive emotion
Check out the new @mention app {link} - this is gonna be HUGE next week at #sxsw and beyond.,iPad or iPhone App,Positive emotion
"Check out the new app for Android launched at #SXSW, PLAY by Aol Music, essentially Instagram For Music. {link}",,No emotion toward brand or product
‰ЫП@mention The new Whrrl app is now live in the iPhone app store AND Android marketplace. Get it while it's hot! (Just in time for #SXSW!)‰Ыќ,iPad or iPhone App,Positive emotion
Just used the ol' iPad to help some Brits find their hotel in Austin. #gooddeed #sxsw #winning,iPad,Positive emotion
I must be the only one at #sxsw without an iPad2. Someone needs to make a case that makes my original iPad look like a new 2nd gen.,iPad,Positive emotion
No longer the only one eating alone at a table for one with my iPhone and Facebook... It's the new normal #SxSW,,No emotion toward brand or product
"Will I be the only one at #sxsw with a blackberry, a dell &amp; no iPad? Feeling like a dork @mention a geek conference. Does that make sense? :(",,No emotion toward brand or product
Have both the phones in the @mention demo been the Google phones? Or are we going to see an iPhone? #SXSW,,No emotion toward brand or product
Unveiling the pop-up Apple store in the Scarborough Building! #SXSW  {link},Apple,Positive emotion
Of course the seo Q&amp;A w/ google and bing panel is packed..yet they put it in a tiny room. #sxsw,,No emotion toward brand or product
iPad 2 is the star gadget of SXSW: {link} #sxsw,iPad,Positive emotion
"So I went the whole day w/out my laptop &amp; just used my iPad 1. Things I missed: FTP, cloudapp, fast typing, &amp; skype. #iPad #sxsw",iPad,Negative emotion
Exploring the World in 3D with XML combines Google Earth w/ location of individuals to show where you've been over time. So cool! #SxSW,Google,Positive emotion
"Last year there was not a single iPad in public at #sxsw. Today, they're more common than laptops, and I haven't seen any android tablets.",iPad,Positive emotion
You think there would be a #sxsw app for blackberry. Just when I gave iPhone the finger! Guess I'll have to carry around an ipad. LAME,iPhone,Negative emotion
".@mention There's an expectation of engagement on the Ipad that is both visual and social, of delving into the experience #SXSW #SXFL",iPad,Positive emotion
"of course they are, ha RT @mention @mention Apple opening temporary store in Austin for #SXSW &amp; iPad 2 launch {link}",,No emotion toward brand or product
